CourseID	DecimalGrade	Academic Year
BUSN 135	3.8	1996 - 1997
BUSN 135	3.6	1996 - 1997
BUSN 210	3.5	1996 - 1997
BUSN 135	3.3	1996 - 1997
BUSN 135	3.2	1996 - 1997
BUSN 135	1.4	1996 - 1997
BUSN 210	2.5	1996 - 1997
BUSN 135	3.9	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 135	3.8	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	3.5	1996 - 1997
BUSN 135	2.2	1996 - 1997
BUSN 210	2	1996 - 1997
BUSN 135	2.7	1996 - 1997
BUSN 210	2.2	1996 - 1997
BUSN 135	3.3	1996 - 1997
BUSN 210	2.9	1996 - 1997
BUSN 135	0.4	1996 - 1997
BUSN 135	1.4	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	2	1996 - 1997
BUSN 135	3.6	1996 - 1997
BUSN 210	2.2	1996 - 1997
BUSN 135	3.5	1996 - 1997
BUSN 210	3.6	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	2.5	1996 - 1997
BUSN 135	3.6	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	3.2	1996 - 1997
BUSN 135	3.8	1996 - 1997
BUSN 210	2.2	1996 - 1997
BUSN 210	0	1996 - 1997
BUSN 210	3.1	1996 - 1997
BUSN 210	2.4	1996 - 1997
BUSN 135	2	1996 - 1997
BUSN 135	3.9	1996 - 1997
BUSN 210	2.3	1996 - 1997
BUSN 135	3.7	1996 - 1997
BUSN 135	0.6	1996 - 1997
BUSN 210	3.5	1996 - 1997
BUSN 210	2.9	1996 - 1997
BUSN 135	3.7	1996 - 1997
BUSN 210	3.3	1996 - 1997
BUSN 210	2.8	1996 - 1997
BUSN 135	3.6	1996 - 1997
BUSN 135	0	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	2.5	1996 - 1997
BUSN 135	1.6	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	2	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	2.7	1996 - 1997
BUSN 135	0	1996 - 1997
BUSN 210	2.3	1996 - 1997
BUSN 210	2.8	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 210	3.6	1996 - 1997
BUSN 135	3.5	1996 - 1997
BUSN 135	2.3	1996 - 1997
BUSN 135	3	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 135	3	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	3.3	1996 - 1997
BUSN 135	2.5	1996 - 1997
BUSN 210	3.5	1996 - 1997
BUSN 135	3.4	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 210	3.8	1996 - 1997
BUSN 210	2	1996 - 1997
BUSN 135	0	1996 - 1997
BUSN 135	3.7	1996 - 1997
BUSN 210	2.4	1996 - 1997
BUSN 135	3.1	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 135	3.7	1996 - 1997
BUSN 135	2.1	1996 - 1997
BUSN 135	3.5	1996 - 1997
BUSN 210	2.3	1996 - 1997
BUSN 135	3.8	1996 - 1997
BUSN 210	0	1996 - 1997
BUSN 210	3.5	1996 - 1997
BUSN 135	3.4	1996 - 1997
BUSN 135	2.9	1996 - 1997
BUSN 210	3.1	1996 - 1997
BUSN 135	3.7	1996 - 1997
BUSN 135	3.6	1996 - 1997
BUSN 135	0.7	1996 - 1997
BUSN 210	1	1996 - 1997
BUSN 135	2.1	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	3.9	1996 - 1997
BUSN 210	3.5	1996 - 1997
BUSN 210	3	1996 - 1997
BUSN 135	2.5	1996 - 1997
BUSN 135	3.6	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 135	3.8	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 210	3.3	1996 - 1997
BUSN 210	2.2	1996 - 1997
BUSN 210	3	1996 - 1997
BUSN 210	3.3	1996 - 1997
BUSN 135	3.6	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	3.7	1996 - 1997
BUSN 135	0.7	1996 - 1997
BUSN 210	3	1996 - 1997
BUSN 210	2.6	1996 - 1997
BUSN 210	3.5	1996 - 1997
BUSN 210	3.6	1996 - 1997
BUSN 210	2.4	1996 - 1997
BUSN 210	3	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 210	2.3	1996 - 1997
BUSN 210	3.8	1996 - 1997
BUSN 135	0	1996 - 1997
BUSN 135	3.9	1996 - 1997
BUSN 210	3.3	1996 - 1997
BUSN 210	3	1996 - 1997
BUSN 135	0	1996 - 1997
BUSN 210	3.2	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	2.9	1996 - 1997
BUSN 210	2.7	1996 - 1997
BUSN 210	2.7	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	2.3	1996 - 1997
BUSN 135	2.3	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	2.8	1996 - 1997
BUSN 135	2.1	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	3.5	1996 - 1997
BUSN 210	3.8	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	2.4	1996 - 1997
BUSN 135	3.8	1996 - 1997
BUSN 210	1	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	0.7	1996 - 1997
BUSN 135	3.5	1996 - 1997
BUSN 210	3.8	1996 - 1997
BUSN 135	2.5	1996 - 1997
BUSN 210	2	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	2.7	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	0.8	1996 - 1997
BUSN 135	2.3	1996 - 1997
BUSN 210	2.5	1996 - 1997
BUSN 210	3.3	1996 - 1997
BUSN 210	2.2	1996 - 1997
BUSN 210	2	1996 - 1997
BUSN 210	2	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	3.1	1996 - 1997
BUSN 210	3.7	1996 - 1997
BUSN 210	3	1996 - 1997
BUSN 135	3.6	1996 - 1997
BUSN 210	2.3	1996 - 1997
BUSN 210	3	1996 - 1997
BUSN 135	2.1	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	2.7	1996 - 1997
BUSN 210	2	1996 - 1997
BUSN 210	0	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	2.6	1996 - 1997
BUSN 135	3.9	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	3	1996 - 1997
BUSN 210	2.5	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	2	1996 - 1997
BUSN 210	3.7	1996 - 1997
BUSN 210	3.5	1996 - 1997
BUSN 210	2.7	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	3.6	1996 - 1997
BUSN 210	3.5	1996 - 1997
BUSN 210	3.9	1996 - 1997
BUSN 210	3.2	1996 - 1997
BUSN 135	3.7	1996 - 1997
BUSN 210	2.6	1996 - 1997
BUSN 210	2.3	1996 - 1997
BUSN 210	2.8	1996 - 1997
BUSN 135	3.3	1996 - 1997
BUSN 135	3.9	1996 - 1997
BUSN 135	2.6	1996 - 1997
BUSN 135	2.8	1996 - 1997
BUSN 135	2.6	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	3.1	1996 - 1997
BUSN 135	0	1996 - 1997
BUSN 210	2.7	1996 - 1997
BUSN 210	3.6	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 210	2.6	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 210	4	1996 - 1997
BUSN 210	2.6	1996 - 1997
BUSN 210	2.7	1996 - 1997
BUSN 135	3.2	1996 - 1997
BUSN 135	4	1996 - 1997
BUSN 135	2.2	1996 - 1997
BUSN 135	1.5	1996 - 1997
BUSN 210	0	1996 - 1997
BUSN 135	3.5	1996 - 1997
BUSN 135	1.7	1997 - 1998
BUSN 135	2.6	1997 - 1998
BUSN 135	0	1997 - 1998
BUSN 135	2.3	1997 - 1998
BUSN 135	0.3	1997 - 1998
BUSN 210	2	1997 - 1998
BUSN 135	0.8	1997 - 1998
BUSN 210	3.7	1997 - 1998
BUSN 210	3.4	1997 - 1998
BUSN 135	3.6	1997 - 1998
BUSN 210	2.4	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 135	3.5	1997 - 1998
BUSN 210	3.6	1997 - 1998
BUSN 135	1.3	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 135	1.2	1997 - 1998
BUSN 210	2.2	1997 - 1998
BUSN 210	3.8	1997 - 1998
BUSN 135	2.6	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 210	3.2	1997 - 1998
BUSN 210	3.6	1997 - 1998
BUSN 210	0	1997 - 1998
BUSN 210	2.5	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 210	3.7	1997 - 1998
BUSN 210	3.8	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 135	3.3	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 135	3.7	1997 - 1998
BUSN 210	3.7	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 135	2.7	1997 - 1998
BUSN 135	0.7	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 135	3.6	1997 - 1998
BUSN 135	3.4	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 135	3.5	1997 - 1998
BUSN 135	3.7	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 135	2	1997 - 1998
BUSN 135	3.5	1997 - 1998
BUSN 135	0.7	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	3.7	1997 - 1998
BUSN 135	1.2	1997 - 1998
BUSN 210	0	1997 - 1998
BUSN 135	2.7	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 135	2.4	1997 - 1998
BUSN 210	3.8	1997 - 1998
BUSN 135	3.5	1997 - 1998
BUSN 210	2.5	1997 - 1998
BUSN 135	2.4	1997 - 1998
BUSN 135	3	1997 - 1998
BUSN 135	0.5	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 135	3.4	1997 - 1998
BUSN 135	2.5	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 135	2.5	1997 - 1998
BUSN 210	2	1997 - 1998
BUSN 210	2	1997 - 1998
BUSN 135	3.5	1997 - 1998
BUSN 135	0.9	1997 - 1998
BUSN 135	3	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 135	3.2	1997 - 1998
BUSN 135	0.6	1997 - 1998
BUSN 135	2.2	1997 - 1998
BUSN 210	3.7	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 210	2.5	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 135	3.2	1997 - 1998
BUSN 135	3.6	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 210	0.8	1997 - 1998
BUSN 135	0.4	1997 - 1998
BUSN 210	2	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 210	2.8	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 135	1.7	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 135	3	1997 - 1998
BUSN 135	3.5	1997 - 1998
BUSN 135	0.5	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 135	3.2	1997 - 1998
BUSN 210	3.5	1997 - 1998
BUSN 135	2.2	1997 - 1998
BUSN 135	2.7	1997 - 1998
BUSN 210	2.5	1997 - 1998
BUSN 210	3.8	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 210	2.3	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 135	3.4	1997 - 1998
BUSN 210	2	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 210	3.3	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 210	3.7	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 135	2.6	1997 - 1998
BUSN 210	2.3	1997 - 1998
BUSN 135	0.5	1997 - 1998
BUSN 135	3	1997 - 1998
BUSN 210	2.5	1997 - 1998
BUSN 210	0	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 135	0	1997 - 1998
BUSN 210	2.8	1997 - 1998
BUSN 135	2.1	1997 - 1998
BUSN 135	3.2	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 135	0.5	1997 - 1998
BUSN 210	3.8	1997 - 1998
BUSN 135	0.1	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 210	2	1997 - 1998
BUSN 210	0	1997 - 1998
BUSN 135	1.7	1997 - 1998
BUSN 135	0.4	1997 - 1998
BUSN 135	1.8	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 135	2.2	1997 - 1998
BUSN 210	2.6	1997 - 1998
BUSN 135	3.6	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 135	2	1997 - 1998
BUSN 210	2.2	1997 - 1998
BUSN 135	3.2	1997 - 1998
BUSN 210	2.8	1997 - 1998
BUSN 210	2.2	1997 - 1998
BUSN 135	1.8	1997 - 1998
BUSN 210	2.7	1997 - 1998
BUSN 210	2.4	1997 - 1998
BUSN 135	0	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 210	3.4	1997 - 1998
BUSN 135	3.7	1997 - 1998
BUSN 210	3.3	1997 - 1998
BUSN 135	2.5	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 135	3.4	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 210	2	1997 - 1998
BUSN 210	3.8	1997 - 1998
BUSN 135	0	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 135	3.2	1997 - 1998
BUSN 210	0	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 135	3.3	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 210	3.3	1997 - 1998
BUSN 135	3	1997 - 1998
BUSN 135	2.7	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	2.6	1997 - 1998
BUSN 135	3.7	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 135	3.5	1997 - 1998
BUSN 210	2.7	1997 - 1998
BUSN 210	3.4	1997 - 1998
BUSN 210	2.6	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 135	0.6	1997 - 1998
BUSN 135	1.9	1997 - 1998
BUSN 210	3.5	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 210	3.7	1997 - 1998
BUSN 210	3.5	1997 - 1998
BUSN 135	1.9	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 210	2.7	1997 - 1998
BUSN 210	2.1	1997 - 1998
BUSN 135	2.9	1997 - 1998
BUSN 135	2.2	1997 - 1998
BUSN 135	2.8	1997 - 1998
BUSN 210	3.4	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 135	3.7	1997 - 1998
BUSN 135	0.4	1997 - 1998
BUSN 210	2.1	1997 - 1998
BUSN 210	1.5	1997 - 1998
BUSN 135	1.8	1997 - 1998
BUSN 135	2.6	1997 - 1998
BUSN 135	0.4	1997 - 1998
BUSN 135	2	1997 - 1998
BUSN 210	2.7	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 210	2.3	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 135	3.3	1997 - 1998
BUSN 135	3.1	1997 - 1998
BUSN 210	3.6	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	3.4	1997 - 1998
BUSN 210	3.3	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 135	3.4	1997 - 1998
BUSN 210	2.6	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	3.2	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 210	3.6	1997 - 1998
BUSN 210	2	1997 - 1998
BUSN 210	3.2	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 210	2.7	1997 - 1998
BUSN 210	2	1997 - 1998
BUSN 135	3.1	1997 - 1998
BUSN 210	2.6	1997 - 1998
BUSN 210	0	1997 - 1998
BUSN 135	1.7	1997 - 1998
BUSN 135	1.6	1997 - 1998
BUSN 210	2.8	1997 - 1998
BUSN 135	3.7	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 210	3.2	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	0	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 135	3.5	1997 - 1998
BUSN 210	3.3	1997 - 1998
BUSN 210	2.8	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 135	3.6	1997 - 1998
BUSN 135	1.7	1997 - 1998
BUSN 135	3	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 135	2.8	1997 - 1998
BUSN 210	3.5	1997 - 1998
BUSN 135	2.9	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	3.7	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 210	3.5	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 210	3.2	1997 - 1998
BUSN 210	3.2	1997 - 1998
BUSN 135	3.2	1997 - 1998
BUSN 210	3.4	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 135	3.3	1997 - 1998
BUSN 210	2.8	1997 - 1998
BUSN 210	2	1997 - 1998
BUSN 210	3.8	1997 - 1998
BUSN 210	3.6	1997 - 1998
BUSN 135	4	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 210	2.8	1997 - 1998
BUSN 210	3.7	1997 - 1998
BUSN 135	2.6	1997 - 1998
BUSN 210	2.6	1997 - 1998
BUSN 210	3.8	1997 - 1998
BUSN 210	3.3	1997 - 1998
BUSN 135	1.8	1997 - 1998
BUSN 135	3.5	1997 - 1998
BUSN 210	2.5	1997 - 1998
BUSN 210	3.1	1997 - 1998
BUSN 135	3.8	1997 - 1998
BUSN 135	0.7	1997 - 1998
BUSN 135	2.9	1997 - 1998
BUSN 135	1.6	1997 - 1998
BUSN 210	4	1997 - 1998
BUSN 210	3.8	1997 - 1998
BUSN 135	1.5	1997 - 1998
BUSN 210	2.5	1997 - 1998
BUSN 135	2.6	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 135	3.9	1997 - 1998
BUSN 135	1.7	1997 - 1998
BUSN 210	2.6	1997 - 1998
BUSN 135	3.6	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 210	3.7	1997 - 1998
BUSN 135	3.7	1997 - 1998
BUSN 210	3.5	1997 - 1998
BUSN 210	3	1997 - 1998
BUSN 210	2.8	1997 - 1998
BUSN 135	3.5	1997 - 1998
BUSN 210	3.6	1997 - 1998
BUSN 210	0	1997 - 1998
BUSN 210	2.6	1997 - 1998
BUSN 210	3.6	1997 - 1998
BUSN 210	3.7	1997 - 1998
BUSN 210	0.7	1997 - 1998
BUSN 210	0	1997 - 1998
BUSN 135	1.8	1997 - 1998
BUSN 135	2.6	1997 - 1998
BUSN 210	2	1997 - 1998
BUSN 135	3.4	1997 - 1998
BUSN 210	3.7	1997 - 1998
BUSN 210	3.1	1998 - 1999
BUSN 135	2.8	1998 - 1999
BUSN 210	2.7	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 210	3.9	1998 - 1999
BUSN 210	2.7	1998 - 1999
BUSN 135	3.8	1998 - 1999
BUSN 210	2.3	1998 - 1999
BUSN 135	0.4	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 210	3.9	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 210	3.2	1998 - 1999
BUSN 210	3.9	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 210	2	1998 - 1999
BUSN 135	3.3	1998 - 1999
BUSN 135	3.7	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 210	2	1998 - 1999
BUSN 210	3.2	1998 - 1999
BUSN 135	2.8	1998 - 1999
BUSN 135	0	1998 - 1999
BUSN 210	0.7	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 135	3	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	3.5	1998 - 1999
BUSN 210	3.1	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	2.6	1998 - 1999
BUSN 210	3.4	1998 - 1999
BUSN 210	2.2	1998 - 1999
BUSN 210	3	1998 - 1999
BUSN 210	3.2	1998 - 1999
BUSN 210	3.9	1998 - 1999
BUSN 135	3.2	1998 - 1999
BUSN 210	3.8	1998 - 1999
BUSN 135	2.6	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	2.1	1998 - 1999
BUSN 210	0	1998 - 1999
BUSN 210	3.7	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	3.5	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 210	2	1998 - 1999
BUSN 135	3.2	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 210	3.7	1998 - 1999
BUSN 210	3.8	1998 - 1999
BUSN 135	2.9	1998 - 1999
BUSN 135	3.4	1998 - 1999
BUSN 135	2.3	1998 - 1999
BUSN 135	3.7	1998 - 1999
BUSN 135	3.2	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 210	3	1998 - 1999
BUSN 210	2.6	1998 - 1999
BUSN 210	3	1998 - 1999
BUSN 210	3.9	1998 - 1999
BUSN 135	0.5	1998 - 1999
BUSN 135	0.5	1998 - 1999
BUSN 210	2.8	1998 - 1999
BUSN 135	1.4	1998 - 1999
BUSN 135	3.7	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 135	0	1998 - 1999
BUSN 210	2	1998 - 1999
BUSN 210	0	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	3.3	1998 - 1999
BUSN 135	3.9	1998 - 1999
BUSN 135	1.7	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 135	2.8	1998 - 1999
BUSN 135	2.8	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 135	3.4	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	2.7	1998 - 1999
BUSN 210	2	1998 - 1999
BUSN 135	3.7	1998 - 1999
BUSN 210	3.8	1998 - 1999
BUSN 210	0	1998 - 1999
BUSN 135	3.8	1998 - 1999
BUSN 210	3.8	1998 - 1999
BUSN 210	3.3	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 135	3.8	1998 - 1999
BUSN 210	3	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	3.9	1998 - 1999
BUSN 210	3.8	1998 - 1999
BUSN 210	2	1998 - 1999
BUSN 135	3.7	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	3.9	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 210	0	1998 - 1999
BUSN 135	3.1	1998 - 1999
BUSN 135	3.8	1998 - 1999
BUSN 210	3.4	1998 - 1999
BUSN 135	3.5	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 210	3.7	1998 - 1999
BUSN 135	3.5	1998 - 1999
BUSN 135	3.7	1998 - 1999
BUSN 210	2.6	1998 - 1999
BUSN 135	3.2	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	3.3	1998 - 1999
BUSN 135	3.9	1998 - 1999
BUSN 210	3.4	1998 - 1999
BUSN 210	3.8	1998 - 1999
BUSN 210	3.7	1998 - 1999
BUSN 210	2	1998 - 1999
BUSN 135	2.2	1998 - 1999
BUSN 135	0.6	1998 - 1999
BUSN 210	3.3	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 210	2.2	1998 - 1999
BUSN 135	3.7	1998 - 1999
BUSN 135	0	1998 - 1999
BUSN 210	3.4	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 210	3.5	1998 - 1999
BUSN 135	0.5	1998 - 1999
BUSN 210	3	1998 - 1999
BUSN 135	3	1998 - 1999
BUSN 210	3.8	1998 - 1999
BUSN 210	2.3	1998 - 1999
BUSN 135	3.9	1998 - 1999
BUSN 135	3.8	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 210	3	1998 - 1999
BUSN 135	0.4	1998 - 1999
BUSN 135	3.4	1998 - 1999
BUSN 210	3.8	1998 - 1999
BUSN 210	3.6	1998 - 1999
BUSN 135	2.2	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	3.3	1998 - 1999
BUSN 210	2.3	1998 - 1999
BUSN 210	2.3	1998 - 1999
BUSN 135	3.7	1998 - 1999
BUSN 210	3.5	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	1.5	1998 - 1999
BUSN 210	3.4	1998 - 1999
BUSN 135	1.4	1998 - 1999
BUSN 210	3	1998 - 1999
BUSN 135	2	1998 - 1999
BUSN 135	3.9	1998 - 1999
BUSN 135	0.7	1998 - 1999
BUSN 210	3.5	1998 - 1999
BUSN 135	2	1998 - 1999
BUSN 135	3.7	1998 - 1999
BUSN 135	1.6	1998 - 1999
BUSN 135	3.6	1998 - 1999
BUSN 135	0.2	1998 - 1999
BUSN 210	2.5	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	3.9	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	2.8	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	2.3	1998 - 1999
BUSN 210	2	1998 - 1999
BUSN 135	1.2	1998 - 1999
BUSN 135	2.4	1998 - 1999
BUSN 135	3	1998 - 1999
BUSN 210	3.4	1998 - 1999
BUSN 135	0	1998 - 1999
BUSN 210	3	1998 - 1999
BUSN 135	0.4	1998 - 1999
BUSN 210	3.1	1998 - 1999
BUSN 210	3.1	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 210	2.6	1998 - 1999
BUSN 210	0	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 210	2.9	1998 - 1999
BUSN 210	1.7	1998 - 1999
BUSN 210	3.7	1998 - 1999
BUSN 135	2.6	1998 - 1999
BUSN 135	3.6	1998 - 1999
BUSN 210	4	1998 - 1999
BUSN 135	2	1998 - 1999
BUSN 135	3.8	1998 - 1999
BUSN 135	3.9	1998 - 1999
BUSN 210	3.2	1998 - 1999
BUSN 210	2	1998 - 1999
BUSN 210	1.7	1998 - 1999
BUSN 135	0	1998 - 1999
BUSN 210	1.6	1998 - 1999
BUSN 210	3.1	1998 - 1999
BUSN 210	2.7	1998 - 1999
BUSN 135	3.8	1998 - 1999
BUSN 210	0.6	1998 - 1999
BUSN 135	0.4	1998 - 1999
BUSN 210	3.2	1998 - 1999
BUSN 135	4	1998 - 1999
BUSN 135	3.6	1998 - 1999
